"","glottocode","TLI0005","TLI0035","TLI0044","TLI0081","TLI0096","TLI0102","TLI0107","TLI0120","TLI0140","TLI0155","TLI0164","TLI0179","TLI0180","TLI0360","TLI0364","TLI0370","TLI0371","TLI0373","TLI0376","TLI0378","TLI0381","TLI0383","TLI0388","TLI0392","TLI0398","TLI0400","TLI0401","TLI0430","TLI0431","TLI0440","TLI0453","TLI0512","TLI0513","TLI0514","TLI0515","TLI0517","TLI0518","TLI0519","TLI0654","TLI0668","TLI0670","TLI0672","TLI0673","TLI0674","TLI0766","TLI0771","TLI0790","TLI0792","TLI0801","TLI0804","TLI0839","TLI0840","TLI0841","TLI0842","TLI0843","TLI0844","TLI0845","TLI0846","TLI0847","TLI0848","TLI0849","TLI0850","TLI0852","TLI0853","TLI0855","TLI0856","TLI0857","TLI0858","TLI0859","TLI0860","TLI0861","TLI0865","TLI0866","TLI0867","TLI0868","TLI0871","TLI0872","TLI0873","TLI0874","TLI0875","TLI0877","TLI0878","TLI0879","TLI0880","TLI0881","TLI0882","TLI0884","TLI0885","TLI0886","TLI0887","TLI0888","TLI0889","TLI0890","TLI0898","TLI0899","TLI0900","TLI0901","TLI0902","TLI0903","TLI0904","TLI0905","TLI0906","TLI0907","TLI0908","TLI0910","TLI0911","TLI0912","TLI0915","TLI0916","TLI0917","TLI0918","TLI0919","TLI0920","TLI0921","TLI0923","TLI0924","TLI0925","TLI0928","TLI0929","TLI0930","TLI0931","TLI0932","TLI0933","TLI0934","TLI0935","TLI0936","TLI0937","TLI0938","TLI0939","TLI0940","TLI0943","TLI0945","TLI0947","TLI0951","TLI0952","TLI0953","TLI0954","TLI0956","TLI0957","TLI0958","TLI0959","TLI0960","TLI0961","TLI0962","TLI0963","TLI0964","TLI0965","TLI0966","TLI0967","TLI0968","TLI0970","TLI0971","TLI0972","TLI0975","TLI0978","TLI0979","TLI0980","TLI0981","TLI0982","TLI0983","TLI0987","TLI0988","TLI0989","TLI0991","TLI0992","TLI0993","TLI0994","TLI0995","TLI0996","TLI0998","TLI0999","TLI1000","TLI1002","TLI1003","TLI1004","TLI1005","TLI1006","TLI1007","TLI1008","TLI1009","TLI1010","TLI1011","TLI1012","TLI1013","TLI1015","TLI1016","TLI1017","TLI1018","TLI1019","TLI1020","TLI1021","TLI1022","TLI1024","TLI1027","TLI1028","TLI1029","TLI1030","TLI1031","TLI1032","TLI1033","TLI1035","TLI1036","TLI1037","TLI1038","TLI1039","TLI1042","TLI1043","TLI1044","TLI1045","TLI1046","TLI1047","TLI1050","TLI1056","TLI1057","TLI1058","TLI1059","TLI1062","TLI1064","TLI1067","TLI1068","TLI1069","TLI1076","TLI1077","TLI1078","TLI1079","TLI1080","TLI1081","TLI1084","TLI1085","TLI1087","TLI1088","TLI1089","TLI1091","TLI1092","TLI1093","TLI1094","TLI1096","TLI1097","TLI1098","TLI1105","TLI1107","TLI1109","TLI1110","TLI1111","TLI1117","TLI1118"
"702","coma1246","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","Different","Impossible","?","?","?","?","?","?","?","?","FALSE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?",NA,"?","?","false","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","P=T=G","?","question particle","num-noun","Initial","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","TRUE","?","?","TRUE","special imperative","normal negative","?","?","TRUE","?","?","?","?","noun-dem","demonstrative word","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative prefix",NA,"?","?","prefixing","?","?","?","?","TRUE","TRUE","?","?",NA,NA,"?","?","?","2p number-neutral","?",NA,"?","?",NA,"indirect only","?","?","?","definite distinct from demonstrative","indefinite same as one","indefinite word","?","?","definite word","?","?","?","?","?","?","no double negation","?","?","TRUE","TRUE","negative affix","?","?","isolating",NA,NA,"S=Atr=P","P=T=G","?","?","?","?","noun-genitive","?","initial","verbal affix or clitic","vso","?","?","?","?","?","TRUE","?","TRUE","?","FALSE","?","?","?"
"705","coos1249","?","false","true","?","restricted","?","false","semi-restricted","false","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","Present","Conjunctional","Different","Impossible","?","?","?","Differentiated","'And' different from 'with'","?","Inflectional optative absent","Overlap for either possibility or necessity","FALSE","?","TRUE","?","?","?","?","?","?","2","?","?","?","?","verbal constructions not possible","?","?","?","?","?",NA,"?","prenominal","initial","?","?","plain-i/e",NA,"true","true","?","?","?","?","?","?","?","?","?","?","?","?","false","Both the A and P arguments","not syncretic",NA,NA,"?","?","?","large (6-9 cases)","symmetrical","?","false","?","?","?","?","?","?","?","?","?","S=Atr=P (neutral)","?","A and P are fused","question particle","num-noun","Final","clitics or affixes","?","?","TRUE","FALSE","FALSE","TRUE","FALSE","?","?","?","?","?","?","?","TRUE","?","FALSE","TRUE","TRUE","?","?","FALSE","?","identity","TRUE","normal imperative","normal negative","TRUE","FALSE","TRUE","?","?","?","?","dem-noun","demonstrative word","clitics",NA,"negative particle",NA,"productive full and partial","?","FALSE","TRUE","?","?","FALSE",NA,NA,"?","?",NA,NA,NA,"?","suffixing","nominal plurality obligatory","humans-only","pronouns sensitive to number","?","TRUE","FALSE",NA,NA,"clitic","post","?",NA,"?","2p with number distinctions","?","preverbal word","?",NA,"Second singular and second plural","indirect only","zero in all 3rd person forms","TRUE","FALSE","definite distinct from demonstrative",NA,NA,NA,"?","definite word",NA,"Predicate negation also present","?",NA,"FALSE","?","no double negation","TRUE","FALSE","TRUE","TRUE","negative word","TRUE",NA,"concatenative","suffixes","?","S=Atr=P","?","?","?","Secondary-object construction","Interrogative-based","?","Degree word-Adjective","initial","separate particle","word order free","TRUE","?","?","?","?","TRUE","?","TRUE","?","TRUE","null","?","?"
"706","copa1236","false","false","false","?","?","?","?","?","false","false","false","true","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","Absent","Conjunctional","Different","Impossible","?","?","?","Differentiated","'And' different from 'with'","Grammatical marking","?","No overlap","FALSE","?","TRUE","?","?","?","?","?","TRUE","?","no distinction","?","?","?","verbal constructions not possible","?","?",NA,"affixes on verbs not possible","vigesimal",NA,NA,NA,NA,NA,"?","excl-as-person","true","true","true","?","?","?","?","?","?","?","?","?","?","?","?","false","Both the A and P arguments","not syncretic",NA,NA,"No inflectional future",NA,NA,"small (2-3 cases)","symmetrical","TRUE","?","?","?","?","Other perfect","?","?","?","?","?","?","?","A and P are fused","interrogative verb morphology","?",NA,"clitics or affixes","?","?","?","TRUE","?","TRUE","FALSE","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","TRUE","?","?","TRUE","special imperative","special negative","FALSE","FALSE","TRUE","?","?","?","?","dem-noun","demonstrative word","clitics",NA,"negative auxiliary verb","FALSE","?","?","?","FALSE","?","?","?","TRUE","TRUE","?","?",NA,NA,NA,"immediately preverbal","?","?","?","pronouns sensitive to number","?","TRUE","?",NA,NA,"affix","post","?","?","TRUE","2p with number distinctions","?",NA,"?",NA,"Second singular and second plural","indirect only",NA,"TRUE","FALSE","definite distinct from demonstrative","?","?",NA,"FALSE","definite word",NA,"?","?","prefixes","?","?","no double negation","?","FALSE","FALSE","TRUE","negative word","?",NA,"concatenative","suffixes","suffix","S=P≠Atr","?","?","?","?","?","genitive-noun","Degree word-Adjective","?","verbal affix or clitic","vos","TRUE","?","?","?","TRUE","TRUE","TRUE","TRUE","?","TRUE","dependent","?","?"
"707","copa1237","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","Absent","?","?","?","?","?","?","?","?","?","?","?","TRUE",NA,"FALSE",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,"?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?","?","?",NA,NA,NA,"?","?","?","?","?",NA,"?","?",NA,"?",NA,"?","?","?","?","?","?","?",NA,NA,NA,"question particle","num-noun","Final","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","?","?","FALSE","?","?","FALSE","normal imperative","normal negative","?","?","?","?","?","?","?","noun-dem","demonstrative word",NA,"?","?","?","?","?","?",NA,"?","?","?","?","?","?","?",NA,NA,NA,"immediately preverbal","?",NA,NA,"?",NA,"?","?",NA,"TRUE",NA,NA,"?","?","?",NA,"?",NA,"?","FALSE",NA,"?",NA,"?","?","?","?","?",NA,"?","?",NA,"?","?",NA,"?","?","no double negation","?","?","TRUE","TRUE","negative word","?","?",NA,"prefixes",NA,"S=Atr≠P","T≠P=G","?","?","?","?","noun-genitive","?","initial","?","vso","?","?","?","?","?","FALSE","?","FALSE","?","FALSE","?","?","?"
"710","copt1239","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Present","Locational","Different","Possible","?","?","?","?","'And' identical to 'with'","?","?","?","FALSE",NA,"FALSE",NA,"?","?","?","?","?","?","no distinction","?","?","?","?","?","?","?",NA,"?",NA,NA,NA,"initial","?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?",NA,"?",NA,NA,NA,"?","?","?","?","?","?","?","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"question particle","num-noun","Initial","?","?","?","?","?","FALSE","TRUE","TRUE","?","FALSE","?","?","?","?","?","TRUE","?","TRUE","?","?","TRUE","?","?","?","differentiation","?","?","?","FALSE","FALSE","?","?","?","?",NA,"?","?",NA,"?",NA,"?","?","?",NA,NA,"?","?","?","?","?","TRUE","FALSE","?","FALSE","?","?","prefixing",NA,NA,"?",NA,"TRUE","TRUE","TRUE","TRUE","clitic","pre","?","?","?","?","?",NA,"?","FALSE","?","?",NA,"?","?","definite distinct from demonstrative","indefinite distinct from one","indefinite word",NA,"?","definite word",NA,"Predicate negation also present","first, two-th, three-th","?","?","?","double negation","?","?","TRUE","FALSE",NA,"?","?",NA,NA,NA,"S=Atr=P","?","?","?","Indirect-object construction","?","noun-genitive","?","not initial",NA,"svo","?","?","?","?","?","FALSE","?","FALSE","?","TRUE","?",NA,NA
"711","cora1260","?","false","false","?","?","?","?","?","false","?","?","?","?","1","true","false","false","false","false","true","true","true","false","true","false","false","false","?","True","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","FALSE","infixes in verb inflection and agreement","split markers in verb inflection and agreement","9+","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","prae","prae","false",NA,"true","false","false","false","false","true","?","separative","false","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?",NA,NA,"?",NA,NA,"S=Atr=P (neutral)","P=G≠T","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","concatenative","?","suffix","S=Atr=P","P=T=G","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","?","TRUE","?","?","?","?","?","?","?"
"715","cree1270","?","false","false","?","?","none","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","interrogative verb morphology","noun-num",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","no double negation","?","?","TRUE","TRUE","negative affix","?","?","concatenative","suffixes","suffix","S=Atr≠P","P=T=G","none","?","?","Interrogative-based","genitive-noun","?","?","?","sov","FALSE","?","?","?","?","TRUE","?","TRUE","?",NA,"?","?","?"
"719","crow1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","false","false","false","false","?","?","Different","Impossible","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","2","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-num","?","clitics or affixes","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","clitics",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","?","?","?","?","?","?","?","?","concatenative","?","suffix","?","?","?","?","?","?","genitive-noun","Adjective-Degree word","not initial","?","sov","?","?","?","?","?","TRUE","?","TRUE","?",NA,"?","?","?"
"721","cube1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Present","?","?","?","?","?","Identical","Differentiated","?","?","?","?","?","?","?","?","?","?","?","?","?","2","?","?","?","?","?","?","?","?","?","?",NA,"?","prenominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Only the A argument","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"interrogative verb morphology","num-noun",NA,"clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","related","TRUE","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,NA,"?","?","Related for all demonstratives","?","FALSE","?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?","?","?","?","?","?","FALSE","FALSE","affix","post","?","?","?","?","?",NA,"?",NA,"?","?",NA,"?","?","?","?","?","singular only","?","?","?","?","?",NA,"?","?","no double negation","?","?","TRUE","TRUE","negative affix","?","?","?","suffixes","?","?","?","?","?","?","?","genitive-noun","?","initial","?","ovs","?","?","?","?","?","TRUE","?","?","?","TRUE","?","?","?"
"722","cuib1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","circumverbal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"TRUE","?","?","?","?","?","?","FALSE","FALSE","TRUE","?","?",NA,"TRUE",NA,"beginning","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","double negation","?","?","?","TRUE",NA,"TRUE","?","?","suffixes","?","?","?","?","?","?","?","?","?","?","?","sov","?","?","?","?","?","?","?","?","?",NA,"?","?","?"
"747","dann1241","?","?","?","?","restricted","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","prenominal","?","?","?","min/aug","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","question particle","noun-num","Final","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","negative particle","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","preverbal word","Possessive","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","?","TRUE","TRUE","negative word","?","?","isolating","suffixes",NA,"?","?","?","?","?","?","genitive-noun","?","not initial","?","sov","TRUE","?","?","?","?","?","?","TRUE","?",NA,"?","?","?"
"751","darg1241","?","?","?","?","?","?","?","?","?","?","?","true","true","0","false","false","false","true","false","false","false","false","true","false","false","true","false","True","False","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Identical","?","?","?","Inflectional optative present","?","?","?","?","?","?","no split markers in verb inflection and agreement","?","?","?","3","?","formally similar","Highly differentiated","yes, without marking","?","?","?","?","?","?","?","?","postnominal","?","?","?","?","true","true","true","?","prae","false","false","?","false","false","false","false","true","False","?","?","?","?","?","?","?","?","?","?","?","?","?","true","false","false","?","false","false","false","false","true","?","?","?","?","num-noun","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","TRUE","?","?","?","?","?","?","TRUE","FALSE","?","identity","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","?","?","?","?","affix","post","reduplication",NA,"?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","pronominal plural affixes","?","?",NA,"FALSE","?","?","TRUE","TRUE","TRUE","TRUE","?","?","?","concatenative","?","suffix","?","?","?","?","Indirect-object construction","?","genitive-noun","?","?","?","sov","?","TRUE","TRUE","FALSE","TRUE","TRUE","?","TRUE","TRUE",NA,"null","TRUE","TRUE"
"755","darm1243","?","false","false","?","?","?","?","?","?","?","?","?","?","0","false","false","false","false","false","false","false","false","true","false","false","false","false","?","False","True","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","TRUE","?","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"XV","?","?","?","?","?","?","?","?","post","?","false",NA,"false","false","false","true","false","false","False","separative","true","?","?","?","?","?","?","?",NA,"?","?","false",NA,"false","true","?",NA,NA,NA,NA,NA,"S=Atr≠P (accusative)","P=T=G","?","question particle","num-noun","Initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative prefix",NA,"?","?","suffixing","?","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","?","TRUE","TRUE","negative affix","?","?","isolating","suffixes",NA,"S=P≠Atr","P=T=G","?","?","?","?","genitive-noun","Degree word-Adjective","not initial","?","sov","?","FALSE","TRUE","FALSE","TRUE","TRUE","?","TRUE","FALSE",NA,"?","FALSE","TRUE"
"756","dars1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"immediately preverbal","?","?","?","?","unique associative plural","?","?","?","?",NA,NA,"?","?","?","?","?","preverbal word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","?","?","?","?","?","?","concatenative","?","suffix","?","?","?","?","?","?","noun-genitive","?","?","?","sov","?","?","?","?","?","?","?","TRUE","?",NA,"?","?","?"
"760","daur1238","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","Present","?","?","?","?","?","?","?","?","?","Inflectional optative absent","?","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","postnominal","final","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","Only the A argument","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?",NA,"question particle","num-noun","Final","?","?","?","TRUE","?","FALSE","?","?","?","FALSE","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","?","?","TRUE","?","?","TRUE","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?","?","?","?","?","?","FALSE","?","?","FALSE","?","?","TRUE","FALSE",NA,NA,NA,"?","suffixing","nominal plurality optional","humans-only","pronouns sensitive to number","?","?","?",NA,"FALSE","affix","post","?","?","?","2p with number distinctions","?","preverbal word","?",NA,"Second singular and second plural","?",NA,"FALSE","TRUE","?","?","?",NA,"?","?","pronominal plural affixes","Predicate negation also present","?","suffixes","?","?","no double negation","?","?","TRUE","TRUE","negative word","TRUE","?","?","suffixes","?","S=Atr≠P","?","?","?","?","?","genitive-noun","?","not initial","?","sov","?","?","?","?","?","TRUE","?","TRUE","?",NA,"?","?","?"
"763","daww1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","num-noun","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitic","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?","?","concatenative","suffixes","?","?","?","?","?","?","?","genitive-noun","?","initial","?","sov","?","?","?","?","?","?","?","TRUE","?",NA,"?","?","?"
"772","dehu1237","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","Present","?","?","?","?","?","Identical","Differentiated","?","?","Inflectional optative absent","No overlap","?","?","?","?","?","?","?","?","?","2","?","?","?","?","verbal constructions not possible","?","?","absent",NA,"vigesimal",NA,"?","prenominal","initial","true","?","plain-i/e","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","1","1",NA,NA,"?",NA,NA,"?",NA,"?",NA,NA,NA,NA,NA,"?","?","?","question particle","num-noun","Initial","pronouns in subject position","?","?","TRUE","FALSE","?","?","?","?","FALSE","FALSE","TRUE","TRUE","TRUE","?","TRUE","?","TRUE","FALSE","TRUE","TRUE","?","TRUE","?","differentiation","FALSE","special imperative","special negative","FALSE","FALSE","FALSE","TRUE",NA,NA,NA,"noun-dem","demonstrative word",NA,"obligatory","?",NA,"productive full and partial","?",NA,"?","?","?","FALSE",NA,NA,"TRUE","FALSE",NA,NA,NA,"immediately preverbal",NA,"?","?","pronouns sensitive to number","?","TRUE","?","FALSE","FALSE",NA,NA,"?",NA,"?",NA,"?","preverbal word","?",NA,NA,NA,"?","TRUE","TRUE","definite distinct from demonstrative","?","?","also non-singular","?","definite word","pronominal plural affixes","?","first, two-th, three-th","suffixes","FALSE","?","no double negation","TRUE","?","TRUE","FALSE",NA,"TRUE","?","isolating",NA,NA,"?","?","?","?","?","?","noun-genitive","Adjective-Degree word","not initial",NA,"word order free","TRUE","?","?","?","?","?","?","TRUE","?","FALSE","?",NA,NA
"777","desa1247","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","prenominal","final","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","P=T=G","?","interrogative verb morphology","?",NA,"clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","FALSE","TRUE","?","?","FALSE","?","?","TRUE","special imperative","normal negative","?","?","?","?","?","?","?","dem-noun","demonstrative word","clitics",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?","?","?","unique associative plural","?","?","?","?","clitic","post","?","?","?","2p number-neutral","?",NA,"?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","no double negation","?","?","TRUE","TRUE","negative affix","?","?","concatenative","suffixes","suffix","S=Atr≠P","P=T=G","?","?","?","?","genitive-noun","?","initial","?","sov","?","?","?","?","?","TRUE","?","TRUE","?",NA,"?","?","?"
